gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No internet service,Month-to-month,No,Bank transfer,67.92,2248.6,1
Male,0,Yes,No,15,Yes,No phone service,Fiber optic,No,No internet service,No,Two year,Yes,Credit card,80.95,1249.08,0
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,98.91,294.34,0
Male,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card,68.58,2593.7,0
Male,0,Yes,No,52,Yes,No,No,No,No internet service,No,Two year,Yes,Bank transfer,26.84,1336.73,0
Female,1,No,No,39,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer,18.0,712.5,0
Female,0,No,No,7,No,No,Fiber optic,Yes,No,No internet service,One year,No,Mailed check,83.94,537.14,1
Female,0,No,No,72,Yes,No phone service,Fiber optic,No,No,No,One year,Yes,Electronic check,72.34,5176.61,1
Female,0,Yes,No,0,Yes,No phone service,DSL,No internet service,No,No internet service,Two year,No,Bank transfer,68.22,0.0,0
Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card,38.63,445.22,0
Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,48.78,490.4,1
Female,1,No,No,1,Yes,Yes,No,No,No,No internet service,One year,Yes,Bank transfer,23.81,0.0,0
Female,0,No,Yes,15,Yes,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,73.15,1088.31,0
Female,1,Yes,No,29,Yes,No,DSL,No internet service,No,No,Month-to-month,No,Mailed check,43.09,1231.43,0
Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Mailed check,54.8,3506.66,0
Female,0,No,Yes,72,Yes,No,No,No,No internet service,Yes,One year,Yes,Mailed check,28.29,2009.52,0
Female,1,No,No,49,Yes,No,No,No,No,No,Two year,Yes,Mailed check,22.52,1154.54,0
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,88.67,1583.12,0
Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,Two year,No,Credit card,71.72,2731.85,0
Male,0,No,No,55,Yes,No,DSL,Yes,Yes,No,One year,Yes,Credit card,49.7,2778.14,0
Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,70.91,1279.04,0
Female,0,Yes,Yes,46,Yes,No,DSL,No,No internet service,No internet service,One year,Yes,Credit card,50.58,2263.4,0
Male,1,Yes,Yes,19,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,36.09,664.46,0
Male,0,Yes,Yes,14,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,33.44,461.99,1
Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,24.98,467.27,0
Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Electronic check,96.32,3142.87,0
Female,1,No,No,38,Yes,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,31.47,1192.33,0
Female,0,No,No,13,Yes,No,DSL,Yes,Yes,Yes,Two year,No,Mailed check,44.93,684.68,0
Male,0,Yes,Yes,25,No,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer,87.9,2215.99,0
Female,1,Yes,No,72,Yes,No phone service,DSL,Yes,No internet service,Yes,Month-to-month,No,Electronic check,45.7,3297.97,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,Bank transfer,93.6,6823.74,0
Female,0,Yes,Yes,7,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,19.21,163.85,0
Male,0,Yes,No,6,No,No,DSL,No,Yes,Yes,Two year,No,Bank transfer,61.8,407.22,0
Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No internet service,No,Month-to-month,No,Credit card,99.32,3257.28,0
Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,71.11,1074.44,0
Male,0,No,No,0,Yes,No,DSL,No,No internet service,No internet service,Two year,Yes,Electronic check,68.29,13.08,0
Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Electronic check,61.24,825.96,0
Female,0,No,Yes,49,Yes,No,Fiber optic,Yes,No internet service,Yes,Two year,Yes,Mailed check,58.49,2941.61,0
Male,0,Yes,No,47,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,96.54,4570.44,0
Male,0,Yes,Yes,20,No,No,DSL,No,No internet service,Yes,One year,Yes,Electronic check,99.73,1960.35,0
Female,0,No,No,19,Yes,No phone service,No,No internet service,No,No internet service,One year,No,Electronic check,35.04,588.18,0
Female,0,No,Yes,25,Yes,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer,30.7,726.32,0
Female,0,No,No,7,Yes,No,DSL,No internet service,Yes,No internet service,One year,No,Bank transfer,63.08,452.44,0
Female,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,One year,Yes,Bank transfer,47.76,1027.23,0
Male,0,No,Yes,0,No,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card,86.58,50.1,0
Male,0,No,Yes,19,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer,66.46,1188.2,0
Female,0,No,No,12,No,No,Fiber optic,Yes,No,No,One year,No,Bank transfer,82.7,985.99,0
Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.53,2751.21,0
Male,0,No,No,30,Yes,Yes,DSL,Yes,No internet service,Yes,One year,Yes,Credit card,54.07,1671.53,0
Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Mailed check,80.0,1147.12,1
Male,0,No,Yes,0,Yes,Yes,DSL,No internet service,Yes,Yes,One year,No,Electronic check,38.71,0.0,0
Male,0,No,No,8,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,24.99,242.66,0
Female,0,Yes,No,30,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,Yes,Bank transfer,66.79,1922.54,0
Male,1,Yes,No,2,Yes,No,DSL,No,No,No internet service,Month-to-month,No,Credit card,40.16,0.0,0
Male,0,No,No,3,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,31.76,51.03,0
Female,0,No,No,31,Yes,Yes,DSL,Yes,Yes,Yes,One year,No,Electronic check,66.44,1960.54,0
Male,0,No,No,42,Yes,No,Fiber optic,No internet service,Yes,No internet service,Two year,Yes,Credit card,78.44,3288.72,0
Male,1,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card,92.18,1009.9,1
Male,0,Yes,No,20,Yes,No,DSL,No,No,No,One year,No,Electronic check,73.96,1458.97,0
Female,1,Yes,No,72,Yes,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Mailed check,41.48,3013.57,0
Female,1,Yes,No,72,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,Bank transfer,73.15,5230.84,0
Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No internet service,Two year,No,Electronic check,74.19,751.22,0
Female,1,Yes,No,49,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,39.38,1889.53,0
Male,0,No,No,27,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,41.01,1046.28,0
Female,0,No,No,72,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,30.45,2161.81,0
Female,0,No,No,19,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,45.37,891.74,0
Female,0,No,No,44,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.25,1463.09,1
Male,0,Yes,No,43,No,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Electronic check,92.3,3951.85,0
Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,One year,Yes,Electronic check,42.64,900.75,0
Female,1,No,Yes,47,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer,93.85,4464.31,0
Female,0,Yes,No,9,Yes,Yes,DSL,No internet service,Yes,Yes,Month-to-month,No,Electronic check,46.01,380.0,1
Male,0,No,No,3,Yes,No,DSL,No internet service,No,No,Month-to-month,Yes,Credit card,54.79,275.04,0
Male,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,73.39,1121.63,1
Male,0,No,No,72,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer,33.42,2394.87,0
Female,0,Yes,No,20,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,36.56,672.72,0
Male,0,No,No,30,No,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,75.78,2294.92,1
Male,0,No,Yes,29,Yes,No,DSL,Yes,No,No,Two year,No,Bank transfer,52.21,1654.25,0
Female,0,No,Yes,4,Yes,No,Fiber optic,No internet service,Yes,No internet service,One year,No,Mailed check,112.93,543.89,1
Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Bank transfer,85.17,1234.7,0
Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer,33.96,1192.03,1
Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Month-to-month,No,Bank transfer,74.75,5373.7,1
Female,0,No,No,5,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,27.34,192.52,1
Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,Credit card,112.83,1729.91,0
Male,1,Yes,No,2,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer,42.85,89.84,0
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Credit card,46.14,376.25,1
Female,1,No,No,14,No,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Credit card,96.85,1408.68,1
Male,0,Yes,Yes,23,Yes,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,92.48,2192.32,0
Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,Yes,One year,No,Electronic check,32.44,152.08,0
Female,0,No,No,7,Yes,Yes,DSL,No internet service,No,No internet service,Month-to-month,No,Bank transfer,59.74,429.55,0
Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,79.69,3614.86,0
Female,1,No,Yes,72,No,Yes,DSL,No,No,No,One year,No,Mailed check,71.76,5140.37,0
Male,0,No,No,11,Yes,No phone service,Fiber optic,No,No,Yes,Two year,No,Bank transfer,58.2,704.1,0
Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No internet service,No,One year,No,Electronic check,77.71,2627.57,1
Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,No internet service,One year,Yes,Electronic check,46.06,433.84,0
Female,0,No,No,72,Yes,Yes,Fiber optic,No internet service,No,No internet service,One year,Yes,Electronic check,95.21,6836.53,0
Female,0,No,No,33,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,18.74,631.27,0
Male,0,Yes,No,48,Yes,No phone service,DSL,No,No,No,Month-to-month,Yes,Bank transfer,59.24,2855.18,0
Male,0,No,No,1,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.55,121.68,1
Male,0,No,No,27,Yes,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,47.81,1327.87,0
Male,0,Yes,Yes,22,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,21.42,448.35,0
Male,0,Yes,No,10,Yes,No,DSL,No internet service,No internet service,Yes,One year,No,Electronic check,64.49,631.32,0
Female,0,No,Yes,9,Yes,No,DSL,No,Yes,No,One year,Yes,Bank transfer,66.79,587.26,0
Male,0,No,No,26,Yes,No,No,No internet service,Yes,No,One year,Yes,Mailed check,38.36,998.25,0
Male,0,Yes,No,36,No,No,DSL,No,No,No,Month-to-month,Yes,Bank transfer,47.4,1659.17,1
Male,0,No,No,1,Yes,No phone service,Fiber optic,No,Yes,No internet service,One year,Yes,Credit card,83.83,79.76,0
Female,0,Yes,No,25,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Credit card,57.42,1503.78,1
Male,0,No,No,5,Yes,Yes,No,Yes,No,No internet service,One year,Yes,Electronic check,34.06,236.49,1
Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,21.84,9.11,0
Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer,47.05,1278.17,0
Male,1,Yes,Yes,11,Yes,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,50.98,531.08,0
Male,0,Yes,Yes,17,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,31.46,445.8,1
Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,Two year,Yes,Electronic check,79.01,964.02,0
Male,0,No,No,31,Yes,No,DSL,No internet service,No internet service,No,Two year,Yes,Electronic check,63.77,1994.49,0
Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No internet service,One year,No,Bank transfer,81.4,1544.72,0
Male,0,No,Yes,72,No,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,54.85,3862.94,0
Female,0,Yes,Yes,13,Yes,No phone service,DSL,No internet service,No,No internet service,Month-to-month,No,Electronic check,44.12,632.07,1
Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Electronic check,64.21,2547.44,0
Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Bank transfer,82.31,632.57,0
Female,0,No,Yes,21,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,43.55,965.48,1
Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,86.66,2100.33,1
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,One year,Yes,Electronic check,67.74,742.99,1
Female,0,No,Yes,19,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,37.21,682.23,1
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Bank transfer,74.97,703.24,1
Male,1,No,Yes,0,Yes,Yes,DSL,No,No,No internet service,Month-to-month,No,Mailed check,60.94,0.0,1
Female,0,No,Yes,7,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,23.85,155.52,1
Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,No internet service,No,Two year,Yes,Electronic check,85.3,3011.96,0
Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,Two year,No,Electronic check,72.22,3234.92,0
Male,0,No,Yes,9,Yes,Yes,DSL,No,No internet service,No,One year,No,Bank transfer,63.31,647.46,0
Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No internet service,Month-to-month,No,Electronic check,48.58,739.32,1
Male,0,Yes,No,1,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,34.88,10.57,1
Male,0,Yes,Yes,8,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,18.28,193.0,1
Male,0,No,No,45,Yes,No phone service,DSL,No,No,No,Month-to-month,No,Electronic check,53.86,2453.3,0
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,One year,Yes,Electronic check,84.13,2249.32,0
Female,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,68.57,468.95,0
Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,94.49,734.69,1
Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No,Mailed check,94.89,4680.28,0
Male,0,Yes,Yes,7,No,No,DSL,Yes,No,No,Month-to-month,No,Credit card,62.94,437.31,0
Male,1,No,No,12,Yes,No phone service,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.2,704.57,0
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,93.12,2985.13,1
Female,0,Yes,No,24,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,35.47,792.62,0
Male,0,Yes,Yes,18,No,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Bank transfer,75.56,1339.91,0
Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Electronic check,88.01,6044.61,1
Male,0,No,No,7,Yes,Yes,DSL,No,No,Yes,Two year,Yes,Mailed check,45.17,329.89,0
Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,63.67,2545.95,0
Male,0,Yes,No,5,Yes,Yes,DSL,No internet service,No,No,One year,Yes,Electronic check,45.01,218.54,0
Female,0,No,No,28,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Two year,No,Credit card,53.06,1539.54,0
Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.27,5923.45,1
Male,0,No,Yes,18,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,51.42,855.55,1
Female,0,No,No,38,Yes,No phone service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer,43.88,1714.52,0
Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No internet service,No,One year,No,Mailed check,92.18,4726.76,1
Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No internet service,One year,No,Electronic check,75.6,382.03,0
Female,0,Yes,No,36,No,No,DSL,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,66.19,2379.46,0
Male,0,No,Yes,72,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,28.58,2114.86,0
Female,0,No,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,Yes,One year,Yes,Mailed check,80.03,2024.13,0
Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No,No,Month-to-month,No,Bank transfer,51.33,252.27,0
Male,0,No,Yes,4,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer,26.9,158.64,0
Male,1,No,No,9,Yes,No,DSL,No internet service,Yes,Yes,One year,Yes,Bank transfer,23.83,254.95,0
Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer,88.42,232.77,1
Female,1,No,Yes,21,No,Yes,DSL,No internet service,Yes,No,One year,Yes,Electronic check,42.45,905.86,0
Female,0,No,No,2,Yes,No phone service,Fiber optic,Yes,No,No,Two year,No,Mailed check,91.28,287.95,1
Male,1,Yes,No,7,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,28.69,176.69,0
Male,0,No,No,17,Yes,No,DSL,No,Yes,No internet service,One year,No,Bank transfer,47.46,843.12,0
Male,0,Yes,Yes,19,Yes,No,No,No,Yes,No,One year,Yes,Credit card,32.99,572.11,0
Female,0,No,No,24,Yes,No,DSL,Yes,No,No internet service,Month-to-month,Yes,Electronic check,45.86,1072.09,0
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,103.02,3749.4,0
Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,87.43,100.27,0
Female,0,No,Yes,2,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,43.65,77.23,1
Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,One year,Yes,Mailed check,88.07,173.2,0
Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,92.4,1432.35,0
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card,86.28,78.98,1
Male,1,No,No,41,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Credit card,58.51,2423.49,0
Male,1,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Two year,No,Electronic check,44.29,266.45,0
Male,0,No,Yes,72,Yes,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Credit card,83.69,6051.37,0
Female,0,Yes,No,19,Yes,No,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,110.21,2147.7,0
Male,1,No,No,17,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,44.78,755.54,0
Female,0,No,No,45,No,No,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,47.64,2109.56,0
Male,0,No,Yes,37,Yes,No phone service,DSL,No internet service,No,No,Month-to-month,No,Credit card,44.9,1645.59,0
Female,0,Yes,No,28,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,36.84,897.72,1
Male,0,Yes,No,72,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.84,2342.59,0
Male,1,Yes,No,16,Yes,No phone service,Fiber optic,No,No,No,One year,Yes,Credit card,61.99,1005.14,0
Male,0,No,No,49,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,37.83,1844.77,0
Female,0,No,No,14,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,No,Bank transfer,72.6,933.07,0
Female,0,No,No,54,Yes,No,Fiber optic,No,No internet service,No,One year,Yes,Bank transfer,73.28,4012.74,0
Male,0,Yes,Yes,9,No,No,No,No internet service,No,No internet service,Two year,No,Electronic check,41.03,347.42,0
Female,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Electronic check,86.59,894.12,0
Male,0,No,Yes,33,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Credit card,56.97,1879.42,0
Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,No internet service,One year,Yes,Mailed check,76.84,457.12,0
Female,0,No,No,7,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer,58.53,473.1,0
Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,61.31,667.08,0
Female,0,Yes,No,34,Yes,No,DSL,No,No,No,One year,No,Bank transfer,57.28,1985.69,0
Female,0,No,No,66,Yes,No,No,No,No internet service,Yes,Two year,No,Mailed check,32.98,2192.39,0
Male,0,No,Yes,33,Yes,No,DSL,No,No internet service,No,Two year,Yes,Electronic check,51.39,1636.0,0
Male,0,No,Yes,52,Yes,Yes,Fiber optic,No internet service,No,No internet service,One year,No,Mailed check,104.83,5494.47,0
Female,0,Yes,No,23,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card,38.88,1004.4,0
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,91.48,188.78,0
Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,One year,Yes,Electronic check,72.83,225.28,1
Male,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,No,Credit card,72.09,1674.95,1
Female,0,Yes,No,11,Yes,No phone service,DSL,No,No,No,Month-to-month,Yes,Credit card,54.6,497.03,0
Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No internet service,One year,No,Electronic check,91.31,621.2,0
Male,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,No internet service,One year,Yes,Credit card,77.13,1462.4,1
Female,0,Yes,No,32,Yes,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,75.23,2474.71,1
Male,0,No,Yes,14,Yes,Yes,Fiber optic,No internet service,No,No,Two year,Yes,Electronic check,81.65,1139.8,0
Male,0,No,No,48,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,46.76,2265.75,0
Female,0,No,Yes,40,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,34.49,1318.84,0
Male,1,No,Yes,39,Yes,No phone service,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer,43.85,1715.71,0
Male,0,Yes,No,72,No,No,Fiber optic,No internet service,No,No,One year,Yes,Electronic check,93.43,6700.85,0
Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No internet service,Yes,One year,No,Electronic check,57.4,576.74,1
Male,0,No,Yes,31,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,21.99,667.9,0
Female,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,One year,No,Bank transfer,73.6,4254.07,0
Male,0,Yes,No,25,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,499.82,0
Female,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,79.58,3758.96,0
Female,0,No,No,16,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,39.8,628.3,1
Female,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer,74.18,1999.67,1
Male,0,No,No,1,No,Yes,DSL,No,No,No,Two year,No,Mailed check,58.14,0.0,0
Female,0,No,Yes,72,Yes,No,DSL,No internet service,No,Yes,Month-to-month,Yes,Mailed check,62.0,4459.38,0
Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,57.39,2689.81,0
Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Mailed check,76.08,4548.99,0
Male,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,Two year,Yes,Credit card,50.23,1793.86,0
